#src	target
希望你能够参加我的生日会。玩的开心之后希望你的心情变得好一点。	希望你能够参加我的生日会。玩得开心之后希望你的心情变得好一点。
我当然想支持你，所以给你一些关于德国传统蔡的意见。	我当然想支持你，所以给你一些关于德国传统菜的意见。
先生每天辛苦地区工作，加班，赚薪水给家庭，他晚上下班回家的时候需要用心的老婆帮他。	先生每天辛苦地去工作，加班，赚薪水给家庭，他晚上下班回家的时候需要用心的老婆帮他。
王先生跟他说好多话，他们一直说话一直笑很开兴了！	王先生跟他说好多话，他们一直说话一直笑很开心了！
吃饭时因臭味而持不下饭，噪音也让我们睡不好造成了很多人生病。	吃饭时因臭味而吃不下饭，噪音也让我们睡不好造成了很多人生病。
应为网路只是我们生活中的一部分，不要太利用网路。	因为网路只是我们生活中的一部分，不要太利用网路。
其后，近来自从您方设置后，有许多区民对我反映，他们皆对您方的噪音以及臭味两方面表示不满意。	其后，近来自从您方设置后，有许多居民对我反映，他们皆对您方的噪音以及臭味两方面表示不满意。
反正在摆路边摊的人之中，百分之七十有学士学位，有些甚至还有硕士或博士学位，这个现象已经算很普骗了。	反正在摆路边摊的人之中，百分之七十有学士学位，有些甚至还有硕士或博士学位，这个现象已经算很普遍了。
我也知道老师很生气，因为我常常赤道。	我也知道老师很生气，因为我常常迟到。
我要买一个太样兵，因为这个是台湾的传通饼干。	我要买一个太阳饼，因为这个是台湾的传统饼干。
当然老师没有办法看还有骂这样的每个学生，可是如果这样的学生知道老师再录影考试，他们一定不会敢麻烦用功的学生。	当然老师没有办法看还有骂这样的每个学生，可是如果这样的学生知道老师在录影考试，他们一定不会敢麻烦用功的学生。
他不座我们计程车而先用台语告诉司机他叔叔地址而用英文跟我们说不必担心，司机知道。	他不坐我们计程车而先用台语告诉司机他叔叔地址而用英文跟我们说不必担心，司机知道。
政府应补贴有需的家庭，让其孩子有机会去托儿所。	政府应补贴有需的家庭，让其孩子有机会去托儿所。
我真得很同情你，亏钱也跟同学变关系，真是无奈。	我真的很同情你，亏钱也跟同学变关系，真是无奈。
我门住在地球，从古代到现在，我门应该饮水思原。	我们住在地球，从古代到现在，我门应该饮水思源。
我们这计划是研发太阳能的汽车，先在已到一个段落，未会跟同学一规划，一起合作开一家公司关于这各方面，希望您能了解！	我们这计划是研发太阳能的汽车，现在已到一个段落，未会跟同学一规划，一起合作开一家公司关于这个方面，希望您能了解！
台湾生活让他打开眼镜知道很多别的国家的社会事情，很真得。	台湾生活让他打开眼镜知道很多别的国家的社会事情，很值得。
我同一现在全球经济危机影像到每个人，还好我们有工作呢。	我同意现在全球经济危机影响到每个人，还好我们有工作呢。
虽然在教室里装摄影机可以让家长看到小孩在教室里的情，使他们放心，不过，这种作法实在是太极端了吧！	虽然在教室里装摄影机可以让家长看到小孩在教室里的情，使他们放心，不过，这种做法实在是太极端了吧！
今天他很早就起来，因为他不知道学校在那里？	今天他很早就起来，因为他不知道学校在哪里？
我今天找老师，但是老是不在。	我今天找老师，但是老师不在。
我跟我的风友学中文。	我跟我的朋友学中文。
希望你们赞成这位校长的作法。	希望你们赞成这位校长的做法。
李大名坐公车的时候，又一边睡觉有又一边很快的看书，因为晚上没有看书。	李大明坐公车的时候，又一边睡觉有又一边很快的看书，因为晚上没有看书。
好就我们没看见，所以很高兴。	好久我们没看见，所以很高兴。
我来大开门乱讲，老师更生气了，因为今天是考试。	我来打开门乱讲，老师更生气了，因为今天是考试。
下个星期我想你跟我一起去一家非常有名的饭店，如果我们在饭店外面吃，我们可以看到一个漂漂亮亮地风景。	下个星期我想你跟我一起去一家非常有名的饭店，如果我们在饭店外面吃，我们可以看到一个漂漂亮亮的风景。
我想请假一天，候天我一定会来上课的。	我想请假一天，后天我一定会来上课的。
而且，同学说我拿他的钱包的时候，真得很生气。	而且，同学说我拿他的钱包的时候，真的很生气。
他们吃了完絣干，也喝了完啤酒。	他们吃了完饼干，也喝了完啤酒。
现代的事会而言，大家都很忙，丈夫与妻子各有工作。	现代的社会而言，大家都很忙，丈夫与妻子各有工作。
对我来说，支持孩子长大、变成可考的大人的一部分是让孩子学独立、让他们发现自己的爱好。	对我来说，支持孩子长大、变成可靠的大人的一部分是让孩子学独立、让他们发现自己的爱好。
受到你的信自己觉得李大年真是太过分了！虽然我跟他不熟，可能不太了解他的个性，但是不管如何，这样的行为太离普了。	收到你的信自己觉得李大年真是太过分了！虽然我跟他不熟，可能不太了解他的个性，但是不管如何，这样的行为太离谱了。
但有些人是没有打工还玩的嘻嘻哈哈，也有些人是打工到半夜，回到家还认真读书、预习或复习。	但有些人是没有打工还玩得嘻嘻哈哈，也有些人是打工到半夜，回到家还认真读书、预习或复习。
春天的时候开花，什么地方都录了。	春天的时候开花，什么地方都绿了。
因为你们的公厂有味道和声音太大，邻有反因，希望你们赶快处理。	因为你们的工厂有味道和声音太大，邻有反应，希望你们赶快处理。
我都很认真的听和说出自己的意见并且也很严肃地思考及分析那个意见是好的或是不好的。	我都很认真地听和说出自己的意见并且也很严肃地思考及分析那个意见是好的或是不好的。
我住在台北已经一年了，而接学中文在师大的中文中心的。	我住在台北已经一年了，而且学中文在师大的中文中心的。
第二状况为原本很干净的乡村开始有臭味，我们不太明白，为什么柜公司会出来臭味呢？	第二状况为原本很干净的乡村开始有臭味，我们不太明白，为什么贵公司会出来臭味呢？
我没有办法养它，决定送给朋友。我的环境也部适合养狗。	我没有办法养它，决定送给朋友。我的环境也不适合养狗。
最近我们觉得你们工厂的味道很不舒服，还有很吵，晚上不难睡觉越了越我们家的人不好的。	最近我们觉得你们工厂的味道很不舒服，还有很吵，晚上不能睡觉越来越我们家的人不好的。
我要帮助台湾人，多一点认是圣经。	我要帮助台湾人，多一点认识圣经。
小小说她很想跟他一起看电影，可是她有很多功课她还没作所以她的父母今天可能不被她出去。	小小说她很想跟他一起看电影，可是她有很多功课她还没做所以她的父母今天可能不被她出去。
我受到你寄给我的信。最近全球经济不景气，大家都受到这个影响。	我收到你寄给我的信。最近全球经济不景气，大家都受到这个影响。
有人说，世界上的事情的黑白分不了，没个方法都有所导理。	有人说，世界上的事情的黑白分不了，每个方法都有所道理。
因为他喝了很多酒，晚一点回家，所以今天早上睡过偷了。	因为他喝了很多酒，晚一点回家，所以今天早上睡过头了。
前天我在学校公园看书，不小心把输给弄丢了。	前天我在学校公园看书，不小心把书给弄丢了。
我很系望原谅，握祝你跟同学出去好好玩儿，你跟同学玩的人快乐，记得要小心。	我很希望原谅，我祝你跟同学出去好好玩儿，你跟同学玩的人快乐，记得要小心。
这时候他问别人：「现在机点？」	这时候他问别人：「现在几点？」
在补习班他昨天晚上到夜里两点才读书，所以他一回家就累得睡觉了。	在补习班他昨天晚上到夜里两点才读书，所以他一回家就累得睡觉了。
等五分钟他的老是就近来，大明跟他的老师很高兴，因为它的老师是在路上大明问的小姐。	等五分钟他的老师就进来，大明跟他的老师很高兴，因为他的老师是在路上大明问的小姐。
我认识越多人宁可选交友网站来找男奴朋友不是去酒吧或ＤＩＳＣＯ。	我认识越多人宁可选交友网站来找男女朋友不是去酒吧或ＤＩＳＣＯ。
即然我要跟你见面，可是应该帮他，可不可以改天吗？	既然我要跟你见面，可是应该帮他，可不可以改天吗？
后来等以等公车也来了。	后来等一等公车也来了。
纸呢身体健康。	祝你身体健康。
因为他们有传业的，会把你的孩子教得好。但你也要跟老师们配合，一起关心小孩的程度、情绪等等，才是好方法的教育。	因为他们有专业的，会把你的孩子教得好。但你也要跟老师们配合，一起关心小孩的程度、情绪等等，才是好方法的教育。
网路上可以学习，可是只用一些，可以不要乱用，这样不会影到他的文化。	网路上可以学习，可是只用一些，可以不要乱用，这样不会引导他的文化。
他很快去里面开冰箱，他拿一般饼干，根几杯可乐去客厅吃。	他很快去里面开冰箱，他拿一盘饼干，跟几杯可乐去客厅吃。
对我来说，这个是一个好的方法，很适合住在大成市的人。	对我来说，这个是一个好的方法，很适合住在大城市的人。
在路上有很多人，非常热恼。	在路上有很多人，非常热闹。
从你的工厂移来这儿起我们收到不少噪音和臭味的影响，每天你们工厂都上班而且上到很晚。	从你的工厂移来这儿起我们受到不少噪音和臭味的影响，每天你们工厂都上班而且上到很晚。
他要去中文壳可是不怎到哪里。	他要去中文课可是不怎到哪里。
例如您可以改营业时间提早一点，这样晚上您可以早一点休息，而且我们儿子们就能著睡。	例如您可以改营业时间提早一点，这样晚上您可以早一点休息，而且我们儿子们就能早睡。
然后他试试看用英文问一个台湾的小姐，很辛亏她听得懂英文。	然后他试试看用英文问一个台湾的小姐，很幸亏她听得懂英文。
下了课我昨天在学校的门口事等我女朋友的，她叫美美。	下了课我昨天在学校的门口是等我女朋友的，她叫美美。
我得座火车回家去，可是火车站远得不得了，我怕我走不到。	我得坐火车回家去，可是火车站远得不得了，我怕我走不到。
如果你们就不处理噪音和臭味的问题，我们需要跟政府人员联络，在法院开始搞你们的公司。	如果你们就不处理噪音和臭味的问题，我们需要跟政府人员联络，在法院开始告你们的公司。
怎么帮？我觉得这个法文的问题很难。	怎么办？我觉得这个法文的问题很难。
我想他之所以这样做也是因了家长们著想的。	我想他之所以这样做也是应了家长们著想的。
象片儿里面有三张椅子。	相片儿里面有三张椅子。
爸爸有喜欢的，我也有喜欢的，我根本一点都没兴趣，要做这些事，但被你必我做，然后对你公司有影响，这样岂不是白做吗？	爸爸有喜欢的，我也有喜欢的，我根本一点都没兴趣，要做这些事，但被你逼我做，然后对你公司有影响，这样岂不是白做吗？
我要毕业以后不要在读书、要找工作。	我要毕业以后不要再读书、要找工作。
我知道了，以前你没工作的时候兴起不好。	我知道了，以前你没工作的时候心情不好。
虽然对我来说太大而不是很方便，但总比冷死好。就这样那个棉被默默的用到现在了。	虽然对我来说太大而不是很方便，但总比冷死好。就这样那个棉被默默地用到现在了。
我只是好心的帮她带过来而已，还被她说成这样耶！	我只是好心地帮她带过来而已，还被她说成这样耶！
考试我要先听老师交代贵定，我很用心努力考试。	考试我要先听老师交代规定，我很用心努力考试。
要试探不成我们就比用行动来表达自己的意见楼。	要是谈不成我们就比用行动来表达自己的意见啰。
回拨兰的时候会向台湾朋友和台湾漂亮的风景像阿里山、海边、台湾的水果和漂亮的衣服。	回波兰的时候会向台湾朋友和台湾漂亮的风景像阿里山、海边、台湾的水果和漂亮的衣服。
比如说，减小您们工厂的工作时间、或买新的设备比较小造成臭味跟大声等等。	比如说，减少您们工厂的工作时间、或买新的设备比较少造成臭味跟大声等等。
父母理由任何的方法保证孩子的安全	父母利用任何的方法保证孩子的安全
我考完试以后、再庆祝一次把！	我考完试以后、再庆祝一次吧！
我觉得正在挑战的你的样子很美丽。有信心地面对吧。	我觉得正在挑战的妳的样子很美丽。有信心地面对吧。
只要装钱就大家都吃得饱、穿得暖就好了，就算父母。	只要赚钱就大家都吃得饱、穿得暖就好了，就算父母。
其次，青少年的自我约束能力较低，所以应该有父母加以限制。	其次，青少年的自我约束能力较低，所以应该由父母加以限制。
每个国家友好的和不好的人，所以你们上网的时候当然也会碰到好的和不好的人。	每个国家有好的和不好的人，所以你们上网的时候当然也会碰到好的和不好的人。
不要太难过了，反正通过这件是大家都知道你是怎么样的，这对你也不是很好吗？	不要太难过了，反正通过这件事大家都知道你是怎么样的，这对你也不是很好吗？
父母自然而然地给学生一些零用钱，但是通常考卢不到现代的价钱跟他们读书时候的价钱不太一样。	父母自然而然地给学生一些零用钱，但是通常考虑不到现代的价钱跟他们读书时候的价钱不太一样。
小美好像是拟越来越漂亮了。	小美好像是妳越来越漂亮了。
我们认为工厂的还清又干净又健康会对工厂有好的影响。所以我们会一起互相合作。	我们认为工厂的环境又干净又健康会对工厂有好的影响。所以我们会一起互相合作。
希望你们那个很特别的一天过的很开心！	希望你们那个很特别的一天过得很开心！
听说你的其末考已经考完了，你有没有时间跟我一起去吃饭？	听说你的期末考已经考完了，你有没有时间跟我一起去吃饭？
我想向您回报我家最进的可怖遭遇，事情涉及到我们本市民众的饮食安全所以我相信您作为卫生部门的负责人会对此有兴趣。	我想向您回报我家最近的可怖遭遇，事情涉及到我们本市民众的饮食安全所以我相信您作为卫生部门的负责人会对此有兴趣。
不过有一些学生不太喜欢念书不但没做功课还跳课、有一些老师常常很容易生气不但骂学生还打学生。	不过有一些学生不太喜欢念书不但没做功课还翘课、有一些老师常常很容易生气不但骂学生还打学生。
下礼拜五下午十二点十分在学校大们口见面！	下礼拜五下午十二点十分在学校大门口见面！
如果他们的血压就越来越高，没办法拿到健康的程度。	如果他们的血压就越来越高，没办法达到健康的程度。
早上做公车去山上，到了以后，我们就马上开始做饭。	早上坐公车去山上，到了以后，我们就马上开始做饭。
第四个象片儿：两个人都看点影。	第四个相片儿：两个人都看电影。
可是我刚刚来的留学生，所以我不智道学校在那儿。	可是我刚刚来的留学生，所以我不知道学校在那儿。
那话说回来在研究所念书的学生都是找不到工作，才升学了马？并不一定。	那话说回来在研究所念书的学生都是找不到工作，才升学了吗？并不一定。
因为这次出国处出差太忙了，都没有时间去买礼物给他门。	因为这次出国处出差太忙了，都没有时间去买礼物给他们。
小明的女朋友觉得这个电影很有趣，他觉得这个电影里的人都很可爱。可是下明觉得有一点长，那么长他睡著了。	小明的女朋友觉得这个电影很有趣，他觉得这个电影里的人都很可爱。可是小明觉得有一点长，那么长他睡著了。
上课时总不能专心，因为会觉得有很多眼睛在登著我。	上课时总不能专心，因为会觉得有很多眼睛在瞪著我。
要是有钱的话、应该用为了别的事：比如说，校院里盖新的玩具等等。	要是有钱的话、应该用为了别的事：比如说，校园里盖新的玩具等等。
我们日本人要用营养的食物来补重体力的时候，常吃这个菜。	我们日本人要用营养的食物来补充体力的时候，常吃这个菜。
我就是希望社会安排多多级层的工作机会，余假活动。	我就是希望社会安排多多级层的工作机会，余暇活动。
我们只好先过著这样的生活，等到经济恢复，我们就可以过著跟已前一样的生活。	我们只好先过著这样的生活，等到经济恢复，我们就可以过著跟以前一样的生活。
听所学校隔壁那家法国餐厅不错也不太贵，你吃过吗？	听说学校隔壁那家法国餐厅不错也不太贵，你吃过吗？
救我的想法呢，我可能也会很难过吧但是我也会让她找在我书包，先让他不会继续怀疑我然后帮她找回来看看他那时会对我怎样。	就我的想法呢，我可能也会很难过吧但是我也会让她找在我书包，先让他不会继续怀疑我然后帮她找回来看看他那时会对我怎样。
其中一个，是摄影机。它主要的应用就是观察共用场所为了确保社会安全。	其中一个，是摄影机。它主要的应用就是观察公用场所为了确保社会安全。
我心理含著喷奴而写此书，为了大家后来的饮食安全问题，我特去此信向您汇报一下。	我心里含著愤怒而写此书，为了大家后来的饮食安全问题，我特去此信向您汇报一下。
她回到家她九打电话给他的好久不见的好朋友。	她回到家她就打电话给他的好久不见的好朋友。
她是重美国留学回来的。	她是从美国留学回来的。
比如说它们支持各方面的学问、但现在他们愿意比业这大学校以后、赶快找工作比别的大学。	比如说它们支持各方面的学问、但现在他们愿意毕业这大学校以后、赶快找工作比别的大学。
我认为小孩子尽早开始他们的正规教育有助于小孩子个性方面会没那么挑皮，比较会听话的。	我认为小孩子尽早开始他们的正规教育有助于小孩子个性方面会没那么调皮，比较会听话的。
大明告诉她他要去学校可是他不局道在那里。	大明告诉她他要去学校可是他不知道在那里。
我们也会跟媒体联络（如：苹果报纸、台视等等），请他们来检查这个问题，就报到民众。	我们也会跟媒体联络（如：苹果报纸、台视等等），请他们来检查这个问题，就报导民众。
我们坐了三十分钟车交到了。	我们坐了三十分钟车就到了。
你有听过个小朋友从爸爸的胸部的到东西吃吗？你还是觉得这个时候去强迫女人去念书上班算是男女公平的看法吗？	你有听过个小朋友从爸爸的胸部得到东西吃吗？你还是觉得这个时候去强迫女人去念书上班算是男女公平的看法吗？
我也是你的朋有，我会永远在你身边。	我也是你的朋友，我会永远在你身边。
春天跟秋天都很舒服，可是冬天件或太冷。	春天跟秋天都很舒服，可是冬天间或太冷。
如果李工厂不处理的话，是很严重的是，我们会去市议会告诉市议员这个问题。	如果李工厂不处理的话，是很严重的事，我们会去市议会告诉市议员这个问题。
里先生，我们在这每天都要做生意，客人往来很多。	李先生，我们在这每天都要做生意，客人往来很多。
装摄影机主要目的是维护教室环境的安全、保护每个学校的成员的权力、及帮忙提申学生的学习品质。	装摄影机主要目的是维护教室环境的安全、保护每个学校的成员的权利、及帮忙提升学生的学习品质。
建立一条公路事带给住在那里的人多少的利益呢？那个是完全的吗？那个是永远的吗？	建立一条公路是带给住在那里的人多少的利益呢？那个是完全的吗？那个是永远的吗？
不能买卖而必说到出租呢？很多人会想要用所有的机会来赚钱，但是利用人或动物的感情来作生意是不对的。	不能买卖何必说到出租呢？很多人会想要用所有的机会来赚钱，但是利用人或动物的感情来做生意是不对的。
这个臭气常常进入我们的食品也会产生不同疾病的原因，几天前我们发现我们地区的小鸟是因为每天闻到工厂的臭气而慢慢死掉。贵公司工场造出的噪音也变成一个沉甸甸的问题。	这个臭气常常进入我们的食品业会产生不同疾病的原因，几天前我们发现我们地区的小鸟是因为每天闻到工厂的臭气而慢慢死掉。贵公司工厂造出的噪音也变成一个沉甸甸的问题。
我们自己觉得很幸福，所以我门不想回国。	我们自己觉得很幸福，所以我们不想回国。
因为如果你们的展品让我们的身体有问题我们一定不会支持你们，所以我们希望你们能处理你们工厂的噪音和臭味。	因为如果你们的产品让我们的身体有问题我们一定不会支持你们，所以我们希望你们能处理你们工厂的噪音和臭味。
他有两个孩子，男生还有努生。	他有两个孩子，男生还有女生。
很高兴听到你的消息。应为我们好像很久没有联络。	很高兴听到你的消息。因为我们好像很久没有联络。
我跟我泰泰都惜欢。	我跟我太太都喜欢。
那天他高心的没说话，所以她决定下个礼拜请我去他的家玩。	那天他高兴的没说话，所以她决定下个礼拜请我去他的家玩。
大年受到你帮他买了东西以后，一定很高兴	大年收到你帮他买了东西以后，一定很高兴
因为最近我不舒服，我想去看医生，所以我明天不难去上课。	因为最近我不舒服，我想去看医生，所以我明天不能去上课。
他们都很喜欢看唷意思的电影。	他们都很喜欢看有意思的电影。
你可以吃我们最有名的采，一定很好玩。	你可以吃我们最有名的菜，一定很好玩。
如果那份工作经验是为了为生，休养的成分也削弱，精神分散。	如果那份工作经验是为了为生，修养的成分也削弱，精神分散。
可以在一次看那个小姐，德伟佷高兴了。	可以再一次看那个小姐，德伟佷高兴了。
话说回来我采网路家的朋友大部分只跟我说一说几天，然后结束跟我连啰。	话说回来我在网路交的朋友大部分只跟我说一说几天，然后结束跟我连络。
开车的先生吧窗户开开。	开车的先生把窗户开开。
然后巴士来了，他们很高兴得近去。	然后巴士来了，他们很高兴地进去。
所以我建议你不论如何在离开他远一点比较好，哪些书如果他真的不要的话你可以去问你的老师或其他同学，一定会有人想要的。	所以我建议你不论如何再离开他远一点比较好，那些书如果他真的不要的话你可以去问你的老师或其他同学，一定会有人想要的。
要是还想赚更多钱，周末的时候也可以工作。	要是还想赚更多钱，周末的时候也可以工作。
在一些大城市的年轻人，他们比较有优势的接触到新的科技，学习的机会也增加多了。	在一些大城市的年轻人，他们比较有优势地接触到新的科技，学习的机会也增加多了。
你们要结婚那天我很忙，那天我要去烤师。	你们要结婚那天我很忙，那天我要去考试。
张大林是一个很好的学生，他又用功又聪明。他常常帮别的学生的芒。	张大林是一个很好的学生，他又用功又聪明。他常常帮别的学生的忙。
因为后天我有靠事，所以我要看书。	因为后天我有考试，所以我要看书。
可是并不合适放在助中还是高中因为那些学生的年纪已经大了，不太好如果学校太多控制他们。	可是并不合适放在初中还是高中因为那些学生的年纪已经大了，不太好如果学校太多控制他们。
例如机器的问题还是工厂场内的、看哪个地方需要改进、要不要把墙壁修好、让声音不能出去、就不会影响到别人了。	例如机器的问题还是工厂厂内的、看哪个地方需要改进、要不要把墙壁修好、让声音不能出去、就不会影响到别人了。
我们家隔壁的林小姐，她刚刚生产了一个小宝贝，她才三个月大、可是每天睡不叫，以睡就醒起来，每天都睡不饱。	我们家隔壁的林小姐，她刚刚生产了一个小宝贝，她才三个月大、可是每天睡不觉，一睡就醒起来，每天都睡不饱。
科技高度发达的现在，电脑已经不再是新鲜地工具了。	科技高度发达的现在，电脑已经不再是新鲜的工具了。
有一天林小安去爬山，因为听说风京很漂亮。	有一天林小安去爬山，因为听说风景很漂亮。
首先请客位读者自己想像自己为这所小学的学生。	首先请各位读者自己想像自己为这所小学的学生。
可惜我不能参加，因为现在我正在台南念研究所，还有明天跟后天我得考其末考了。	可惜我不能参加，因为现在我正在台南念研究所，还有明天跟后天我得考期末考了。
吃了饭，我们的衣服都感。	吃了饭，我们的衣服都干。
部是指人类有心或感情，它们也会感到欢乐、也会感到悲哀。	不是只人类有心或感情，它们也会感到欢乐、也会感到悲哀。
明天我要跟我得妈妈去公司买些重要得东西，所以不能跟你一块儿去。	明天我要跟我得妈妈去公司买些重要的东西，所以不能跟你一块儿去。
你应该多喝水，热水就属最好的，也多吃水果。	你应该多喝水，热水就是最好的，也多吃水果。
我下次回家的时候一定会清他，清清楚楚的写下来一些蔡的做法，好不好？	我下次回家的时候一定会请他，清清楚楚的写下来一些菜的做法，好不好？
爸爸我想升学年博士年外交系，而如果我成功的话我将会是我们家的第一位年到博士的学位。	爸爸我想升学念博士念外交系，而如果我成功的话我将会是我们家的第一位念到博士的学位。
每天我们不舒服，不能睡觉，吃饭也吃得不下，因为很大的生音和臭味对的影响。	每天我们不舒服，不能睡觉，吃饭也吃得不下，因为很大的声音和臭味对的影响。
你最近好码？妈妈告诉我你的生意好像不错。	你最近好吗？妈妈告诉我你的生意好像不错。
我们区民皆同意由于您方所造成他们的噪音困扰大致上分为两个时段。	我们居民皆同意由于您方所造成他们的噪音困扰大致上分为两个时段。
你别再难过，你跟我一样要相信别人喝社会的人嘛！	你别再难过，你跟我一样要相信别人和社会的人嘛！
结果，他决定要是下一次去爬上，跟朋友一起去比较好。	结果，他决定要是下一次去爬山，跟朋友一起去比较好。
好久没间，还没问你最近去那里现在才回来，都没跟我联络呢。	好久没见，还没问你最近去哪里现在才回来，都没跟我联络呢。
表面上是天灾，但是追根究底来研究就是我们低球环境热化而造成的。	表面上是天灾，但是追根究底来研究就是我们地球环境热化而造成的。
目前应该改变社会里的观念而环境。	目前应该改变社会里的观念和环境。
图书馆没有门票也不用附那边的电费，有那么多空的话就去那边看书可以得到很多很多知识。	图书馆没有门票也不用付那边的电费，有那么多空的话就去那边看书可以得到很多很多知识。
我最喜欢秋天山上的风镜。	我最喜欢秋天山上的风景。
大明你还记不记得我们的阿兰女同学？	大明你还记不记得我们的荷兰女同学？
针对某一所私立小学校长提出的「教室里该不该装影机」，我的看法是不参成。	针对某一所私立小学校长提出的「教室里该不该装影机」，我的看法是不赞成。
汽车停车，然后他过去汽车要问男生原意送他到台北火车站去。	汽车停车，然后他过去汽车要问男生愿意送他到台北火车站去。
有可能如同你说的一般，只因为你座在他的旁边，所以他没有想很多，就疑惑是不是你。	有可能如同你说的一般，只因为你坐在他的旁边，所以他没有想很多，就疑惑是不是你。
因为又大声音又臭味，所以我们不知道什么告诉你我们的问题。	因为又大声音又臭味，所以我们不知道怎么告诉你我们的问题。
小时候常常可以从早上，不吃不喝的一直坐在电脑前面到晚上。	小时候常常可以从早上，不吃不喝地一直坐在电脑前面到晚上。
你带你的昭显机呢，得不忘了。	你带你的照相机呢，得不忘了。
在安卡拉我最喜暗的季节是秋天。	在安卡拉我最喜欢的季节是秋天。
要是你太忙没关系！我总是请你吃饭。	要是你太忙没关系！我总是请你吃饭。
我老婆的公司上礼拜也破产了，她现在也没有工作了，只好在家照顾小孩。在这样的情况下让我授到更大的压力。	我老婆的公司上礼拜也破产了，她现在也没有工作了，只好在家照顾小孩。在这样的情况下让我受到更大的压力。
我妈妈至少有他的职业。他有机会念书，有赚钱的能力。	我妈妈至少有她的职业。她有机会念书，有赚钱的能力。
我跟你相处了哪么久，当然知道你的中文很好。	我跟你相处了那么久，当然知道你的中文很好。
今天下了课，我打算跟我的奴朋友去看电影，所以我有一点儿领张，六点半我就起床了。	今天下了课，我打算跟我的女朋友去看电影，所以我有一点儿紧张，六点半我就起床了。
脸色跟样子是随便都可以，麻烦你喔！	颜色跟样子是随便都可以，麻烦你喔！
附近有一家超级市场，对们有一个书店。	附近有一家超级市场，对门有一个书店。
其实自从有了网路，生活上非常的方便，我们可以知道与了解很多知讯。	其实自从有了网路，生活上非常地方便，我们可以知道与了解很多资讯。
出你：万事如意，身体健康。	祝你：万事如意，身体健康。
往前就一台车开过来，把林小安歹去车帐。	往前就一台车开过来，把林小安带去车站。
最求自己的利益而已，而不再在乎人品，人文，以及道德？	追求自己的利益而已，而不再在乎人品，人文，以及道德？
接者因为民众晚上十点之后希望能够有安静既舒适的睡眠时间，本人也得知贵工厂是裁二十四小时轮班运作方式，你们在这里开工厂已经有很长的一段时间。	接著因为民众晚上十点之后希望能够有安静及舒适的睡眠时间，本人也得知贵工厂是采二十四小时轮班运作方式，你们在这里开工厂已经有很长的一段时间。
我觉得现代的孩子迷上的东西比我小孩是更多，所以我觉得用摄影机观察他们的行为是对的。	我觉得现代的孩子迷上的东西比我小孩时更多，所以我觉得用摄影机观察他们的行为是对的。
我们还要求您工厂借由与我们商量再指定工作时间机其他规定，譬如；早上或晚上特定时间内勿启动造出噪音的机器。	我们还要求您工厂借由与我们商量在指定工作时间及其他规定，譬如；早上或晚上特定时间内勿启动造出噪音的机器。
您好李佬时，今天我找您。	您好李老师，今天我找您。
今天在上课学到最难得课，我跟别的同学也觉得本来是这样，我的同学不太懂，正好我昨天刚才念这个问题，所以把他不懂的问题再教给他。	今天在上课学到最难的课，我跟别的同学也觉得本来是这样，我的同学不太懂，正好我昨天刚才念这个问题，所以把他不懂的问题再教给他。
从那时候我发现画愈好不仅是书面知识而已，华语好还要接触很多生活的经验。	从那时候我发现华语好不仅是书面知识而已，华语好还要接触很多生活的经验。
一方面我以竟有很多很棒的朋友所以有的时候我很烂跟他们连络约时间。	一方面我已经有很多很棒的朋友所以有的时候我很懒跟他们连络约时间。
但您知不知道，咱们家里的人，承受您的天付才能只有大哥。	但您知不知道，咱们家里的人，承受您的天赋才能只有大哥。
然后那个外国学生马上去市大学校学中文。	然后那个外国学生马上去师大学校学中文。
你的身体号码？	你的身体好吗？
现在，全球经济衰退所遗裁员、无薪假等的事请都是常见。	现在，全球经济衰退所以裁员、无薪假等的事情都是常见。
你们最近正么样？我们希望妳的家人都平安和顺利。	你们最近怎么样？我们希望妳的家人都平安和顺利。
对眼睛来说一直看荧幕很久的时间是以个不好的动作。有的人由于是因为看太久和太进而戴眼镜。	对眼睛来说一直看荧幕很久的时间是一个不好的动作。有的人由于是因为看太久和太近而戴眼镜。
有一次我的室友叫我帮他买笔记电脑，我就帮他买回到宿舍，果然他就说没有叫我买，那时后我真的很生气他。	有一次我的室友叫我帮他买笔记电脑，我就帮他买回到宿舍，果然他就说没有叫我买，那时候我真的很生气他。
可是我不拘导什么买。请你帮我！	可是我不知道什么买。请你帮我！
买了宠物之后，他们觉得太麻烦，尤其去旅行的时候，带它去玩很麻烦，有些人因有这样的原因而把自己养的狗或著猫丢掉。	买了宠物之后，他们觉得太麻烦，尤其去旅行的时候，带它去玩很麻烦，有些人因有这样的原因而把自己养的狗或者猫丢掉。
在学校因为他很用功常常坐最前面的椅子。	在学校因为他很用功常常坐最前面的椅子。
除了两个礼拜上班以外我都在夜市做生意，夏天的时候我买一下饮料，可是这几天冬天就来了，所以我已经换过买一些热的甜汤。	除了两个礼拜上班以外我都在夜市做生意，夏天的时候我卖一下饮料，可是这几天冬天就来了，所以我已经换过卖一些热的甜汤。
虽然会有人说这样子的话简直把猫狗变成玩具，玩玩了就不要了，我可不这么认为。	虽然会有人说这样子的话简直把猫狗变成玩具，玩完了就不要了，我可不这么认为。
